award_id,award_date,vendor_name,award_amount,category,department,country,contract_type,fiscal_year
LC-2022-01169,2022-03-09,Distribuidora Global S.A.,74139.61,IT & Technology,Finance,Colombia,Spot Purchase,2022.0
LC-2022-01170,2022-01-11,Seguridad Total Corp,17678.83,IT & Technology,HR,Panama,Framework Agreement,2022.0
LC-2023-01171,2023-08-26,Consultoría Estratégica,15342.67,Medical Supplies,Finance,Panama,Framework Agreement,2023.0
LC-2023-01172,2023-09-15,Transportes Rápidos S.A.,7493.47,Marketing,Logistics,USA,Framework Agreement,2023.0
LC-2023-01173,2023-05-04,Papelería y Más,5746.24,Uniforms & PPE,HR,Panama,Spot Purchase,2023.0
LC-2023-01174,2023-08-05,Transportes Rápidos S.A.,4474.32,Marketing,HR,Panama,Spot Purchase,2023.0
LC-2023-01175,2023-12-25,Publicidad Digital LATAM,1586.13,Marketing,IT,Colombia,Spot Purchase,2023.0
LC-2023-01176,2023-06-18,Ferremax Industrial,25930.88,Professional Services,Logistics,Panama,Spot Purchase,2023.0
LC-2022-01177,2022-11-17,Oficentro Internacional,4762.14,Logistics & Transport,Finance,Panama,Spot Purchase,2022.0
LC-2022-01178,2022-03-28,TechSupplies Panama,32273.2,Office Supplies,Finance,Panama,Fixed Price,2022.0
LC-2023-01179,2023-05-07,IT Solutions Group,1115.56,Maintenance & Repair,Legal,Colombia,Time & Materials,2023.0
LC-2023-01180,,MedEquip Latinoamerica,938.81,Security,Finance,Panama,Fixed Price,
LC-2022-01181,2022-09-08,Grupo Logístico del Istmo,45065.53,Maintenance & Repair,Marketing,Costa Rica,Framework Agreement,2022.0
LC-2023-01182,2023-09-14,Suministros Médicos del Sur,39656.23,Uniforms & PPE,Marketing,Colombia,Fixed Price,2023.0
LC-2023-01183,2023-01-11,Seguridad Total Corp,19486.46,IT & Technology,IT,Panama,Fixed Price,2023.0
LC-2022-01184,2022-04-26,Grupo Logístico del Istmo,5515.95,Maintenance & Repair,Legal,Panama,Framework Agreement,2022.0
LC-2023-01185,2023-05-10,IT Solutions Group,1113.83,Maintenance & Repair,Finance,Panama,Framework Agreement,2023.0
LC-2023-01186,2023-04-20,MedEquip Latinoamerica,20153.97,Security,IT,Panama,Fixed Price,2023.0
LC-2022-01187,2022-12-29,Distribuidora Global S.A.,11170.32,IT & Technology,Procurement,Panama,Framework Agreement,2022.0
LC-2023-01188,2023-05-19,Grupo Logístico del Istmo,27734.72,Maintenance & Repair,Operations,Panama,Spot Purchase,2023.0
LC-2023-01189,2023-11-04,Grupo Logístico del Istmo,70267.35,Maintenance & Repair,Procurement,Panama,Time & Materials,2023.0
LC-2022-01190,2022-04-22,Grupo Logístico del Istmo,11361.51,Maintenance & Repair,HR,USA,Framework Agreement,2022.0
LC-2023-01191,2023-12-28,Distribuidora Global S.A.,41210.59,IT & Technology,Legal,Panama,Framework Agreement,2023.0
LC-2023-01192,2023-11-14,Grupo Logístico del Istmo,7325.89,Maintenance & Repair,Sales,Panama,Time & Materials,2023.0
LC-2023-01193,2023-11-30,Oficentro Internacional,17647.67,Logistics & Transport,Legal,USA,Spot Purchase,2023.0
LC-2022-01194,2022-05-15,Uniforms & Workwear Co.,7940.03,Professional Services,Marketing,Costa Rica,Spot Purchase,2022.0
LC-2022-01195,2022-02-23,TechSupplies Panama,5369.06,Office Supplies,Marketing,Panama,Time & Materials,2022.0
LC-2022-01196,2022-10-16,Papelería y Más,9515.83,Uniforms & PPE,Legal,USA,Framework Agreement,2022.0
LC-2022-01197,2022-10-15,TechSupplies Panama,35469.72,Office Supplies,Marketing,Panama,Time & Materials,2022.0
LC-2023-01198,2023-12-25,TechSupplies Panama,70473.21,Office Supplies,Legal,Panama,Spot Purchase,2023.0
LC-2022-01199,2022-08-23,Cleaning Pro Services,6876.54,Catering & Food,IT,USA,Time & Materials,2022.0
LC-2023-01200,2023-09-24,TechSupplies Panama,186645.9,Office Supplies,HR,Panama,Fixed Price,2023.0
LC-2023-01201,2023-03-13,MedEquip Latinoamerica,5930.34,Security,IT,Panama,Framework Agreement,2023.0
LC-2022-01202,2022-12-26,Oficentro Internacional,21692.32,Logistics & Transport,Logistics,Panama,Framework Agreement,2022.0
LC-2022-01203,2022-08-06,TechSupplies Panama,42055.99,Office Supplies,Operations,Panama,Framework Agreement,2022.0
LC-2022-01204,,Grupo Logístico del Istmo,69700.14,Maintenance & Repair,Logistics,USA,Framework Agreement,
LC-2023-01205,2023-01-06,MedEquip Latinoamerica,5288.5,Security,HR,Panama,Framework Agreement,2023.0
LC-2022-01206,2022-03-31,TechSupplies Panama,38128.22,Office Supplies,Logistics,Panama,Spot Purchase,2022.0
LC-2022-01207,2022-07-17,Distribuidora Global S.A.,15640.36,IT & Technology,Administration,Colombia,Time & Materials,2022.0
LC-2022-01208,2022-07-26,MedEquip Latinoamerica,1818.28,Security,Sales,Panama,Spot Purchase,2022.0
LC-2023-01209,2023-01-10,Grupo Logístico del Istmo,6747.14,Maintenance & Repair,Logistics,Mexico,Framework Agreement,2023.0
LC-2022-01210,2022-06-20,Distribuidora Global S.A.,296407.98,IT & Technology,Legal,USA,Fixed Price,2022.0
LC-2023-01211,2023-02-12,Distribuidora Global S.A.,8162.98,IT & Technology,Administration,Panama,Time & Materials,2023.0
LC-2023-01212,2023-07-30,Distribuidora Global S.A.,15811.83,IT & Technology,Procurement,Costa Rica,Spot Purchase,2023.0
LC-2023-01213,2023-08-30,TechSupplies Panama,15335.28,Office Supplies,HR,USA,Time & Materials,2023.0
LC-2022-01214,2022-08-14,Ferremax Industrial,106288.17,Professional Services,Marketing,Panama,Framework Agreement,2022.0
LC-2022-01215,2022-02-10,TechSupplies Panama,25490.48,Office Supplies,Marketing,Panama,Framework Agreement,2022.0
LC-2022-01216,2022-08-04,DISTRIBUIDORA GLOBAL S.A.,162314.4,IT & Technology,Operations,Colombia,Time & Materials,2022.0
LC-2023-01217,2023-12-24,Cleaning Pro Services,1789.63,Catering & Food,Sales,Panama,Fixed Price,2023.0
LC-2023-01218,2023-10-03,Uniforms & Workwear Co.,7468.81,Professional Services,Logistics,Panama,Fixed Price,2023.0
LC-2023-01219,2023-07-05,Publicidad Digital LATAM,1403.86,Marketing,HR,Panama,Fixed Price,2023.0
LC-2023-01220,2023-10-04,Cleaning Pro Services,122727.74,Catering & Food,Legal,Colombia,Framework Agreement,2023.0
LC-2022-01221,2022-06-09,TechSupplies Panama,8733.15,Office Supplies,Logistics,Panama,Spot Purchase,2022.0
LC-2022-01222,2022-07-05,TechSupplies Panama,52669.13,Office Supplies,Procurement,Panama,Spot Purchase,2022.0
LC-2022-01223,2022-01-22,MedEquip Latinoamerica,12716.62,Security,HR,Colombia,Framework Agreement,2022.0
LC-2022-01224,2022-03-15,Transportes Rápidos S.A.,9142.59,Marketing,IT,Panama,Time & Materials,2022.0
LC-2023-01225,2023-09-10,Grupo Logístico del Istmo,29075.61,Maintenance & Repair,Marketing,Panama,Fixed Price,2023.0
LC-2022-01226,2022-03-27,Distribuidora Global S.A.,31076.75,IT & Technology,Operations,Panama,Time & Materials,2022.0
LC-2023-01227,2023-12-26,Seguridad Total Corp,5248.6,IT & Technology,Operations,Panama,Framework Agreement,2023.0
LC-2023-01228,2023-05-06,Uniforms & Workwear Co.,3942.21,Professional Services,HR,Panama,Framework Agreement,2023.0
LC-2022-01229,2022-04-16,DataCenter Solutions,20864.8,Medical Supplies,Finance,Panama,Fixed Price,2022.0
LC-2022-01230,2022-08-21,Grupo Logístico del Istmo,500000.0,Maintenance & Repair,Operations,Panama,Fixed Price,2022.0
LC-2023-01231,2023-05-19,TechSupplies Panama,18601.73,Office Supplies,Legal,Colombia,Fixed Price,2023.0
LC-2022-01232,2022-05-02,Consultoría Estratégica,629.73,Medical Supplies,Sales,Panama,Framework Agreement,2022.0
LC-2023-01233,2023-06-28,Distribuidora Global S.A.,32665.07,IT & Technology,HR,Panama,Spot Purchase,2023.0
LC-2022-01234,2022-12-23,Uniforms & Workwear Co.,235523.04,Professional Services,Logistics,USA,Framework Agreement,2022.0
LC-2022-01235,2022-01-03,Grupo Logístico del Istmo,13843.77,Maintenance & Repair,Logistics,Costa Rica,Fixed Price,2022.0
LC-2023-01236,2023-05-05,TechSupplies Panama,259611.14,Office Supplies,HR,Panama,Spot Purchase,2023.0
LC-2022-01237,2022-05-11,Papelería y Más,60873.38,Uniforms & PPE,HR,Panama,Framework Agreement,2022.0
LC-2022-01238,2022-05-22,Grupo Logístico del Istmo,18689.07,Maintenance & Repair,Legal,USA,Framework Agreement,2022.0
LC-2023-01239,2023-06-30,Grupo Logístico del Istmo,71881.89,Maintenance & Repair,Procurement,USA,Spot Purchase,2023.0
LC-2023-01240,2023-12-21,Transportes Rápidos S.A.,56533.85,Marketing,Marketing,USA,Time & Materials,2023.0
LC-2022-01241,2022-05-17,IT Solutions Group,2783.07,Maintenance & Repair,Sales,USA,Spot Purchase,2022.0
LC-2022-01242,2022-05-28,Catering Express Panama,3621.45,Logistics & Transport,HR,Panama,Spot Purchase,2022.0
LC-2022-01243,2022-05-22,Grupo Logístico del Istmo,18069.54,Maintenance & Repair,IT,Panama,Fixed Price,2022.0
LC-2023-01244,2023-12-20,Papelería y Más,1072.63,Uniforms & PPE,Legal,Panama,Fixed Price,2023.0
LC-2023-01245,,Cleaning Pro Services,1855.82,Catering & Food,HR,Panama,Time & Materials,
LC-2023-01246,2023-04-27,Catering Express Panama,783.75,Logistics & Transport,Legal,Panama,Time & Materials,2023.0
LC-2023-01247,2023-03-31,Oficentro Internacional,37831.61,Logistics & Transport,Legal,Costa Rica,Framework Agreement,2023.0
LC-2023-01248,2023-05-31,TechSupplies Panama,14415.11,Office Supplies,Operations,USA,Time & Materials,2023.0
LC-2023-01249,2023-08-09,Consultoría Estratégica,6979.13,Medical Supplies,Procurement,USA,Framework Agreement,2023.0
LC-2022-01250,2022-05-09,TechSupplies Panama,5613.47,Office Supplies,Finance,USA,Spot Purchase,2022.0
LC-2023-01251,2023-12-11,Grupo Logístico del Istmo,54017.12,Maintenance & Repair,Marketing,USA,Fixed Price,2023.0
LC-2023-01252,2023-10-25,Catering Express Panama,17159.26,Logistics & Transport,HR,Panama,Framework Agreement,2023.0
LC-2022-01253,2022-10-16,Grupo Logístico del Istmo,3319.33,Maintenance & Repair,Sales,Panama,Time & Materials,2022.0
LC-2023-01254,2023-10-16,Distribuidora Global S.A.,56889.6,IT & Technology,Logistics,Panama,Time & Materials,2023.0
LC-2022-01255,2022-02-16,Cleaning Pro Services,30992.59,Catering & Food,Operations,USA,Spot Purchase,2022.0
LC-2022-01256,2022-11-19,Publicidad Digital LATAM,800.74,Marketing,Logistics,Panama,Time & Materials,2022.0
LC-2023-01257,2023-05-31,Transportes Rápidos S.A.,60406.9,Marketing,Finance,Panama,Spot Purchase,2023.0
LC-2022-01258,2022-10-25,Cleaning Pro Services,9214.45,Catering & Food,Legal,USA,Fixed Price,2022.0
LC-2022-01259,2022-06-14,Cleaning Pro Services,1706.98,Catering & Food,IT,Panama,Time & Materials,2022.0
LC-2023-01260,2023-04-04,Cleaning Pro Services,4520.36,Catering & Food,Marketing,Mexico,Framework Agreement,2023.0
LC-2022-01261,2022-09-02,IT Solutions Group,11355.87,Maintenance & Repair,Legal,Panama,Spot Purchase,2022.0
LC-2022-01262,2022-05-27,TechSupplies Panama,39783.46,Office Supplies,Procurement,Panama,Fixed Price,2022.0
LC-2023-01263,2023-04-11,Mantenimiento Integral,11027.35,Office Supplies,Finance,USA,Fixed Price,2023.0
LC-2022-01264,2022-03-14,Oficentro Internacional,12030.4,Logistics & Transport,Sales,Panama,Fixed Price,2022.0
LC-2023-01265,2023-10-28,Ferremax Industrial,44499.49,Professional Services,Logistics,Mexico,Spot Purchase,2023.0
LC-2023-01266,2023-02-23,Ferremax Industrial,6657.79,Professional Services,Sales,Panama,Spot Purchase,2023.0
LC-2022-01267,2022-03-27,Grupo Logístico del Istmo,31777.98,Maintenance & Repair,Administration,Panama,Framework Agreement,2022.0
LC-2022-01268,2022-09-08,IT Solutions Group,1266.66,Maintenance & Repair,Operations,USA,Fixed Price,2022.0
LC-2022-01269,2022-03-16,Distribuidora Global S.A.,15023.4,IT & Technology,Legal,Panama,Spot Purchase,2022.0
LC-2022-01270,2022-04-22,Grupo Logístico del Istmo,160061.25,Maintenance & Repair,Procurement,Colombia,Spot Purchase,2022.0
LC-2022-01271,2022-12-03,FleetCars Panama,25259.69,Security,Legal,Panama,Spot Purchase,2022.0
LC-2023-01272,2023-04-11,TechSupplies Panama,75430.41,Office Supplies,Procurement,Panama,Framework Agreement,2023.0
LC-2023-01273,2023-09-08,DataCenter Solutions,954.83,Medical Supplies,Sales,USA,Fixed Price,2023.0
LC-2022-01274,2022-08-05,Seguridad Total Corp,3057.61,IT & Technology,Procurement,Panama,Fixed Price,2022.0
LC-2022-01275,2022-03-12,Oficentro Internacional,155704.81,Logistics & Transport,HR,Panama,Time & Materials,2022.0
LC-2023-01276,2023-11-17,Ferremax Industrial,43047.54,Professional Services,Legal,USA,Time & Materials,2023.0
LC-2022-01277,2022-06-18,Uniforms & Workwear Co.,159371.67,Professional Services,Legal,Panama,Framework Agreement,2022.0
LC-2022-01278,2022-12-30,MedEquip Latinoamerica,8865.98,Security,HR,Colombia,Spot Purchase,2022.0
LC-2023-01279,2023-11-15,MedEquip Latinoamerica,6555.59,Security,Administration,Panama,Fixed Price,2023.0
LC-2023-01280,2023-04-15,Catering Express Panama,3091.23,Logistics & Transport,Sales,Panama,Time & Materials,2023.0
LC-2023-01281,2023-04-07,Seguridad Total Corp,6004.78,IT & Technology,Legal,Panama,Fixed Price,2023.0
LC-2022-01282,2022-08-12,DataCenter Solutions,3910.01,Medical Supplies,Administration,Panama,Fixed Price,2022.0
LC-2022-01283,2022-12-23,Seguridad Total Corp,14216.56,IT & Technology,Administration,Panama,Time & Materials,2022.0
LC-2022-01284,2022-11-06,Consultoría Estratégica,20641.39,Medical Supplies,Sales,Panama,Fixed Price,2022.0
LC-2022-01285,2022-12-27,Transportes Rápidos S.A.,1511.74,Marketing,Procurement,Panama,Spot Purchase,2022.0
LC-2023-01286,2023-03-15,Seguridad Total Corp,667.24,IT & Technology,Finance,Panama,Spot Purchase,2023.0
LC-2023-01287,2023-10-12,Grupo Logístico del Istmo,4010.03,Maintenance & Repair,Logistics,Colombia,Spot Purchase,2023.0
LC-2023-01288,2023-10-28,IT Solutions Group,,Maintenance & Repair,Finance,Panama,Fixed Price,2023.0
LC-2023-01289,2023-10-11,Papelería y Más,939.13,Uniforms & PPE,Administration,USA,Fixed Price,2023.0
LC-2023-01290,2023-04-11,Oficentro Internacional,2742.24,Logistics & Transport,Legal,Panama,Time & Materials,2023.0
LC-2023-01291,,Consultoría Estratégica,8803.18,Medical Supplies,Sales,Panama,Spot Purchase,
LC-2022-01292,2022-10-02,Grupo Logístico del Istmo,500000.0,Maintenance & Repair,IT,USA,Framework Agreement,2022.0
LC-2022-01293,2022-01-05,Mantenimiento Integral,4870.22,Office Supplies,Legal,Colombia,Time & Materials,2022.0
LC-2022-01294,2022-12-10,TechSupplies Panama,99328.61,Office Supplies,Sales,USA,Framework Agreement,2022.0
LC-2022-01295,2022-02-22,MedEquip Latinoamerica,5556.61,Security,Legal,Panama,Spot Purchase,2022.0
LC-2023-01296,2023-06-14,DataCenter Solutions,4237.23,Medical Supplies,HR,Panama,Framework Agreement,2023.0
LC-2023-01297,2023-10-05,Distribuidora Global S.A.,109413.74,IT & Technology,Finance,Colombia,Spot Purchase,2023.0
LC-2023-01298,2023-03-24,Oficentro Internacional,,Logistics & Transport,Finance,Panama,Fixed Price,2023.0
LC-2022-01299,2022-01-26,Cleaning Pro Services,7339.96,Catering & Food,Marketing,Panama,Spot Purchase,2022.0
LC-2023-01300,2023-10-31,DataCenter Solutions,7962.89,Medical Supplies,Sales,Panama,Time & Materials,2023.0
LC-2023-01301,2023-11-07,TechSupplies Panama,16289.75,Office Supplies,Legal,Mexico,Framework Agreement,2023.0
LC-2023-01302,2023-04-16,Distribuidora Global S.A.,119425.83,IT & Technology,Administration,Panama,Fixed Price,2023.0
LC-2023-01303,2023-05-22,Oficentro Internacional,29438.2,Logistics & Transport,HR,Panama,Fixed Price,2023.0
LC-2023-01304,2023-05-14,Distribuidora Global S.A.,14663.34,IT & Technology,Operations,Panama,Fixed Price,2023.0
LC-2022-01305,2022-06-14,GRUPO LOGÍSTICO DEL ISTMO,69134.68,Maintenance & Repair,Sales,Colombia,Spot Purchase,2022.0
LC-2022-01306,2022-12-18,MedEquip Latinoamerica,1277.04,Security,Administration,Panama,Fixed Price,2022.0
LC-2022-01307,2022-05-05,MedEquip Latinoamerica,5126.98,Security,HR,USA,Framework Agreement,2022.0
LC-2022-01308,2022-04-28,Ferremax Industrial,35920.28,Professional Services,HR,Panama,Framework Agreement,2022.0
LC-2023-01309,2023-05-09,Distribuidora Global S.A.,133662.69,IT & Technology,HR,Panama,Framework Agreement,2023.0
LC-2023-01310,2023-03-23,DataCenter Solutions,10017.08,Medical Supplies,Procurement,Costa Rica,Spot Purchase,2023.0
LC-2023-01311,2023-08-21,TechSupplies Panama,35241.08,Office Supplies,Logistics,Panama,Fixed Price,2023.0
LC-2023-01312,2023-03-10,TechSupplies Panama,96888.83,Office Supplies,Procurement,Panama,Spot Purchase,2023.0
LC-2023-01313,2023-08-04,Distribuidora Global S.A.,192576.56,IT & Technology,Legal,Panama,Time & Materials,2023.0
LC-2023-01314,2023-08-24,Ferremax Industrial,70924.58,Professional Services,Operations,USA,Framework Agreement,2023.0
LC-2022-01315,2022-01-31,Consultoría Estratégica,4991.69,Medical Supplies,Marketing,Panama,Spot Purchase,2022.0
LC-2023-01316,2023-11-04,TechSupplies Panama,7523.57,Office Supplies,IT,Panama,Time & Materials,2023.0
LC-2022-01317,2022-08-07,Distribuidora Global S.A.,10115.9,IT & Technology,Operations,Costa Rica,Framework Agreement,2022.0
LC-2023-01318,2023-06-24,MedEquip Latinoamerica,3109.33,Security,Legal,Panama,Time & Materials,2023.0
LC-2023-01319,2023-11-30,Consultoría Estratégica,1969.89,Medical Supplies,Finance,USA,Spot Purchase,2023.0
LC-2022-01320,2022-10-09,TechSupplies Panama,29016.92,Office Supplies,Procurement,USA,Fixed Price,2022.0
LC-2022-01321,2022-10-19,Oficentro Internacional,,Logistics & Transport,Legal,Panama,Fixed Price,2022.0
LC-2023-01322,2023-02-17,Distribuidora Global S.A.,68571.43,IT & Technology,Procurement,Panama,Time & Materials,2023.0
LC-2022-01323,2022-04-08,Oficentro Internacional,33369.63,Logistics & Transport,Operations,Panama,Spot Purchase,2022.0
LC-2023-01324,2023-07-24,Oficentro Internacional,65107.95,Logistics & Transport,Sales,Panama,Fixed Price,2023.0
LC-2023-01325,2023-01-18,Oficentro Internacional,39236.76,Logistics & Transport,Procurement,USA,Fixed Price,2023.0
LC-2023-01326,2023-12-06,Catering Express Panama,253.86,Logistics & Transport,HR,Panama,Framework Agreement,2023.0
LC-2023-01327,2023-12-06,Papelería y Más,1201.1,Uniforms & PPE,Sales,USA,Fixed Price,2023.0
LC-2022-01328,2022-12-04,Distribuidora Global S.A.,30549.24,IT & Technology,Logistics,Panama,Framework Agreement,2022.0
LC-2022-01329,2022-05-03,Transportes Rápidos S.A.,800.68,Marketing,HR,USA,Spot Purchase,2022.0
LC-2023-01330,2023-11-16,Uniforms & Workwear Co.,12087.09,Professional Services,Legal,Colombia,Spot Purchase,2023.0
LC-2022-01331,2022-08-20,DataCenter Solutions,48831.27,Medical Supplies,Logistics,Panama,Spot Purchase,2022.0
LC-2023-01332,2023-12-13,Grupo Logístico del Istmo,156766.74,Maintenance & Repair,IT,Colombia,Time & Materials,2023.0
LC-2022-01333,2022-07-12,Distribuidora Global S.A.,28109.66,IT & Technology,IT,Panama,Spot Purchase,2022.0
LC-2023-01334,2023-12-27,Seguridad Total Corp,45985.86,IT & Technology,Marketing,Panama,Framework Agreement,2023.0
LC-2023-01335,2023-04-09,FleetCars Panama,6142.59,Security,IT,Panama,Spot Purchase,2023.0
LC-2023-01336,2023-12-04,TechSupplies Panama,24233.64,Office Supplies,Logistics,Panama,Time & Materials,2023.0
LC-2022-01337,2022-09-04,TechSupplies Panama,,Office Supplies,Finance,Costa Rica,Fixed Price,2022.0
LC-2022-01338,2022-09-29,Ferremax Industrial,25261.49,Professional Services,Marketing,Panama,Framework Agreement,2022.0
LC-2023-01339,2023-06-05,TechSupplies Panama,22792.52,Office Supplies,Legal,USA,Spot Purchase,2023.0
LC-2022-01340,2022-07-18,Distribuidora Global S.A.,44555.88,IT & Technology,Legal,Costa Rica,Spot Purchase,2022.0
LC-2022-01341,2022-04-22,MedEquip Latinoamerica,6253.28,Security,Procurement,USA,Spot Purchase,2022.0
LC-2022-01342,2022-09-02,TechSupplies Panama,36448.49,Office Supplies,Operations,Panama,Framework Agreement,2022.0
LC-2022-01343,2022-04-14,Cleaning Pro Services,9465.48,Catering & Food,Legal,Panama,Spot Purchase,2022.0
LC-2023-01344,2023-10-15,Ferremax Industrial,151565.86,Professional Services,HR,Panama,Framework Agreement,2023.0
LC-2022-01345,2022-11-09,Distribuidora Global S.A.,113489.43,IT & Technology,Marketing,Colombia,Spot Purchase,2022.0
LC-2023-01346,2023-04-12,TRANSPORTES RÁPIDOS S.A.,529.88,Marketing,HR,Panama,Framework Agreement,2023.0
